,road,vol,speed,last-update-time
8736,公园中路(人民路-河南路),4.0,28.0,2012-11-14  10:27:12 
8737,公园中路(人民路-河南路),11.0,51.0,2012-11-14  10:26:12 
8738,公园中路(人民路-河南路),8.0,50.0,2012-11-14  10:25:12 
8739,公园中路(人民路-河南路),12.0,56.0,2012-11-14  10:24:11 
8740,公园中路(人民路-河南路),10.0,52.0,2012-11-14  10:23:11 
8741,公园中路(人民路-河南路),9.0,40.0,2012-11-14  10:22:11 
8742,公园中路(人民路-河南路),6.0,58.0,2012-11-14  10:21:11 
8743,公园中路(人民路-河南路),7.0,57.0,2012-11-14  10:20:11 
8744,公园中路(人民路-河南路),11.0,59.0,2012-11-14  10:19:11 
8745,公园中路(人民路-河南路),11.0,62.0,2012-11-14  10:18:11 
8746,公园中路(人民路-河南路),4.0,83.0,2012-11-14  10:17:11 
8747,公园中路(人民路-河南路),6.0,75.0,2012-11-14  10:16:11 
8748,公园中路(人民路-河南路),10.0,47.0,2012-11-14  10:15:11 
8749,公园中路(人民路-河南路),8.0,61.0,2012-11-14  10:14:10 
8750,公园中路(人民路-河南路),14.0,51.0,2012-11-14  10:13:10 
8751,公园中路(人民路-河南路),5.0,56.0,2012-11-14  10:12:10 
8752,公园中路(人民路-河南路),7.0,34.0,2012-11-14  10:11:10 
8753,公园中路(人民路-河南路),10.0,65.0,2012-11-14  10:10:10 
8754,公园中路(人民路-河南路),9.0,61.0,2012-11-14  10:09:10 
8755,公园中路(人民路-河南路),5.0,61.0,2012-11-14  10:08:10 
8756,公园中路(人民路-河南路),8.0,65.0,2012-11-14  10:07:10 
8757,公园中路(人民路-河南路),12.0,48.0,2012-11-14  10:06:08 
8758,公园中路(人民路-河南路),2.0,56.0,2012-11-14  10:05:10 
8759,公园中路(人民路-河南路),8.0,60.0,2012-11-14  10:04:10 
8760,公园中路(人民路-河南路),6.0,35.0,2012-11-14  10:03:10 
8761,公园中路(人民路-河南路),11.0,61.0,2012-11-14  10:02:09 
8762,公园中路(人民路-河南路),5.0,30.0,2012-11-14  10:01:09 
8763,公园中路(人民路-河南路),7.0,65.0,2012-11-14  10:00:09 
9219,公园中路(人民路-河南路),4.0,85.0,2012-11-14  1:59:27 
9220,公园中路(人民路-河南路),1.0,45.0,2012-11-14  1:58:27 
9221,公园中路(人民路-河南路),,,2012-11-14  1:57:27 
9222,公园中路(人民路-河南路),1.0,44.0,2012-11-14  1:56:27 
9223,公园中路(人民路-河南路),2.0,103.0,2012-11-14  1:55:26 
9224,公园中路(人民路-河南路),1.0,36.0,2012-11-14  1:54:26 
9225,公园中路(人民路-河南路),2.0,39.0,2012-11-14  1:53:26 
9226,公园中路(人民路-河南路),2.0,92.0,2012-11-14  1:52:26 
9227,公园中路(人民路-河南路),4.0,87.0,2012-11-14  1:51:26 
9228,公园中路(人民路-河南路),,,2012-11-14  1:50:26 
9229,公园中路(人民路-河南路),1.0,32.0,2012-11-14  1:49:26 
9230,公园中路(人民路-河南路),4.0,65.0,2012-11-14  1:48:26 
9231,公园中路(人民路-河南路),,,2012-11-14  1:47:26 
9232,公园中路(人民路-河南路),1.0,35.0,2012-11-14  1:46:26 
9233,公园中路(人民路-河南路),3.0,25.0,2012-11-14  1:45:25 
9234,公园中路(人民路-河南路),4.0,54.0,2012-11-14  1:44:25 
9235,公园中路(人民路-河南路),1.0,21.0,2012-11-14  1:43:25 
9236,公园中路(人民路-河南路),2.0,32.0,2012-11-14  1:42:25 
9237,公园中路(人民路-河南路),1.0,37.0,2012-11-14  1:41:25 
9238,公园中路(人民路-河南路),1.0,60.0,2012-11-14  1:40:25 
9239,公园中路(人民路-河南路),1.0,52.0,2012-11-14  1:39:25 
9240,公园中路(人民路-河南路),,,2012-11-14  1:38:25 
9241,公园中路(人民路-河南路),3.0,36.0,2012-11-14  1:37:25 
9242,公园中路(人民路-河南路),1.0,26.0,2012-11-14  1:36:23 
9243,公园中路(人民路-河南路),2.0,38.0,2012-11-14  1:35:25 
9244,公园中路(人民路-河南路),2.0,40.0,2012-11-14  1:34:25 
9245,公园中路(人民路-河南路),2.0,37.0,2012-11-14  1:33:26 
9246,公园中路(人民路-河南路),1.0,29.0,2012-11-14  1:32:24 
9247,公园中路(人民路-河南路),3.0,32.0,2012-11-14  1:31:24 
9248,公园中路(人民路-河南路),,,2012-11-14  1:30:24 
9249,公园中路(人民路-河南路),2.0,28.0,2012-11-14  1:29:24 
9250,公园中路(人民路-河南路),,,2012-11-14  1:28:24 
9251,公园中路(人民路-河南路),1.0,33.0,2012-11-14  1:27:24 
9252,公园中路(人民路-河南路),4.0,32.0,2012-11-14  1:26:24 
9253,公园中路(人民路-河南路),1.0,36.0,2012-11-14  1:25:24 
9254,公园中路(人民路-河南路),,,2012-11-14  1:24:24 
9255,公园中路(人民路-河南路),2.0,34.0,2012-11-14  1:23:24 
9256,公园中路(人民路-河南路),3.0,42.0,2012-11-14  1:22:21 
9257,公园中路(人民路-河南路),3.0,53.0,2012-11-14  1:21:21 
9258,公园中路(人民路-河南路),,,2012-11-14  1:20:23 
9259,公园中路(人民路-河南路),3.0,32.0,2012-11-14  1:19:23 
9260,公园中路(人民路-河南路),4.0,34.0,2012-11-14  1:18:23 
9261,公园中路(人民路-河南路),2.0,101.0,2012-11-14  1:17:23 
9262,公园中路(人民路-河南路),2.0,13.0,2012-11-14  1:16:23 
9263,公园中路(人民路-河南路),1.0,35.0,2012-11-14  1:15:23 
9264,公园中路(人民路-河南路),1.0,60.0,2012-11-14  1:14:23 
9265,公园中路(人民路-河南路),2.0,29.0,2012-11-14  1:13:23 
9266,公园中路(人民路-河南路),1.0,39.0,2012-11-14  1:12:23 
9267,公园中路(人民路-河南路),3.0,54.0,2012-11-14  1:11:20 
9268,公园中路(人民路-河南路),2.0,59.0,2012-11-14  1:09:20 
9269,公园中路(人民路-河南路),1.0,47.0,2012-11-14  1:08:22 
9270,公园中路(人民路-河南路),3.0,33.0,2012-11-14  1:07:22 
9271,公园中路(人民路-河南路),3.0,41.0,2012-11-14  1:06:22 
9272,公园中路(人民路-河南路),2.0,30.0,2012-11-14  1:05:22 
9273,公园中路(人民路-河南路),,,2012-11-14  1:04:22 
9274,公园中路(人民路-河南路),3.0,49.0,2012-11-14  1:03:22 
9275,公园中路(人民路-河南路),2.0,32.0,2012-11-14  1:02:22 
9276,公园中路(人民路-河南路),4.0,39.0,2012-11-14  1:01:22 
9277,公园中路(人民路-河南路),,,2012-11-14  1:00:22 
9278,公园中路(人民路-河南路),3.0,22.0,2012-11-14  0:59:22 
9279,公园中路(人民路-河南路),3.0,29.0,2012-11-14  0:58:22 
9280,公园中路(人民路-河南路),,,2012-11-14  0:57:21 
9281,公园中路(人民路-河南路),1.0,67.0,2012-11-14  0:56:21 
9282,公园中路(人民路-河南路),1.0,24.0,2012-11-14  0:55:21 
9283,公园中路(人民路-河南路),5.0,42.0,2012-11-14  0:54:21 
9284,公园中路(人民路-河南路),3.0,41.0,2012-11-14  0:53:21 
9285,公园中路(人民路-河南路),1.0,29.0,2012-11-14  0:52:21 
9286,公园中路(人民路-河南路),1.0,32.0,2012-11-14  0:51:21 
9287,公园中路(人民路-河南路),1.0,37.0,2012-11-14  0:50:21 
9288,公园中路(人民路-河南路),,,2012-11-14  0:49:20 
9289,公园中路(人民路-河南路),2.0,39.0,2012-11-14  0:48:20 
9290,公园中路(人民路-河南路),3.0,47.0,2012-11-14  0:47:20 
9291,公园中路(人民路-河南路),2.0,28.0,2012-11-14  0:46:20 
9292,公园中路(人民路-河南路),5.0,44.0,2012-11-14  0:45:20 
9293,公园中路(人民路-河南路),2.0,31.0,2012-11-14  0:44:20 
9294,公园中路(人民路-河南路),4.0,20.0,2012-11-14  0:43:20 
9295,公园中路(人民路-河南路),3.0,43.0,2012-11-14  0:42:20 
9296,公园中路(人民路-河南路),,,2012-11-14  0:41:20 
9297,公园中路(人民路-河南路),2.0,28.0,2012-11-14  0:40:20 
9298,公园中路(人民路-河南路),4.0,43.0,2012-11-14  0:39:20 
9299,公园中路(人民路-河南路),3.0,34.0,2012-11-14  0:38:18 
9300,公园中路(人民路-河南路),2.0,52.0,2012-11-14  0:37:20 
9301,公园中路(人民路-河南路),1.0,24.0,2012-11-14  0:36:19 
9302,公园中路(人民路-河南路),3.0,32.0,2012-11-14  0:35:19 
9303,公园中路(人民路-河南路),3.0,43.0,2012-11-14  0:34:19 
9304,公园中路(人民路-河南路),1.0,34.0,2012-11-14  0:33:19 
9305,公园中路(人民路-河南路),3.0,49.0,2012-11-14  0:32:19 
9306,公园中路(人民路-河南路),3.0,34.0,2012-11-14  0:31:19 
9307,公园中路(人民路-河南路),3.0,53.0,2012-11-14  0:30:19 
9308,公园中路(人民路-河南路),1.0,33.0,2012-11-14  0:29:19 
9309,公园中路(人民路-河南路),1.0,17.0,2012-11-14  0:28:19 
9310,公园中路(人民路-河南路),5.0,34.0,2012-11-14  0:27:19 
9311,公园中路(人民路-河南路),2.0,56.0,2012-11-14  0:26:18 
9312,公园中路(人民路-河南路),,,2012-11-14  0:25:19 
9313,公园中路(人民路-河南路),1.0,28.0,2012-11-14  0:24:18 
9314,公园中路(人民路-河南路),3.0,30.0,2012-11-14  0:23:18 
9315,公园中路(人民路-河南路),6.0,34.0,2012-11-14  0:22:18 
9316,公园中路(人民路-河南路),2.0,24.0,2012-11-14  0:21:18 
9317,公园中路(人民路-河南路),2.0,39.0,2012-11-14  0:20:18 
9318,公园中路(人民路-河南路),2.0,46.0,2012-11-14  0:19:18 
9319,公园中路(人民路-河南路),2.0,25.0,2012-11-14  0:18:18 
9320,公园中路(人民路-河南路),3.0,40.0,2012-11-14  0:17:18 
9321,公园中路(人民路-河南路),5.0,34.0,2012-11-14  0:16:18 
9322,公园中路(人民路-河南路),3.0,34.0,2012-11-14  0:15:18 
9323,公园中路(人民路-河南路),2.0,34.0,2012-11-14  0:14:17 
9324,公园中路(人民路-河南路),1.0,61.0,2012-11-14  0:13:17 
9325,公园中路(人民路-河南路),1.0,118.0,2012-11-14  0:12:17 
9326,公园中路(人民路-河南路),2.0,30.0,2012-11-14  0:11:15 
9327,公园中路(人民路-河南路),3.0,35.0,2012-11-14  0:10:17 
9328,公园中路(人民路-河南路),3.0,27.0,2012-11-14  0:09:17 
9329,公园中路(人民路-河南路),7.0,32.0,2012-11-14  0:08:17 
9330,公园中路(人民路-河南路),3.0,43.0,2012-11-14  0:07:17 
9331,公园中路(人民路-河南路),,,2012-11-14  0:06:17 
9332,公园中路(人民路-河南路),3.0,16.0,2012-11-14  0:05:17 
9333,公园中路(人民路-河南路),6.0,36.0,2012-11-14  0:04:17 
9334,公园中路(人民路-河南路),5.0,31.0,2012-11-14  0:03:16 
9335,公园中路(人民路-河南路),1.0,30.0,2012-11-14  0:02:16 
9336,公园中路(人民路-河南路),1.0,41.0,2012-11-14  0:01:16 
9337,公园中路(人民路-河南路),5.0,28.0,2012-11-14  0:00:16 
